time_hr,wear_pct,vibration_rms_mm_s,temperature_c,current_a,speed_rpm,rul_hr,label
205.0,0.86,0.1058,31.29,5.037,1499.4,795.0,healthy
205.5,0.87,0.0802,28.67,4.963,1496.8,794.5,healthy
206.0,0.87,0.1299,28.88,4.992,1498.0,794.0,healthy
206.5,0.88,0.1727,30.92,4.957,1502.7,793.5,healthy
207.0,0.89,0.1417,31.11,5.062,1499.7,793.0,healthy
207.5,0.89,0.1562,29.43,5.016,1503.8,792.5,healthy
208.0,0.9,0.1831,29.52,5.019,1499.8,792.0,healthy
208.5,0.91,0.1903,30.52,5.068,1499.9,791.5,healthy
209.0,0.91,0.1484,28.17,5.058,1501.3,791.0,healthy
209.5,0.92,0.1911,28.54,5.038,1494.6,790.5,healthy
210.0,0.93,0.1532,29.81,4.929,1500.4,790.0,healthy
210.5,0.93,0.1252,31.27,4.965,1499.9,789.5,healthy
211.0,0.94,0.1323,29.68,4.95,1503.0,789.0,healthy
211.5,0.95,0.1057,30.11,5.037,1501.9,788.5,healthy
212.0,0.95,0.1236,30.94,5.009,1497.7,788.0,healthy
212.5,0.96,0.1397,31.72,4.931,1502.5,787.5,healthy
213.0,0.97,0.1746,29.57,4.991,1499.5,787.0,healthy
213.5,0.97,0.2022,30.02,4.925,1498.2,786.5,healthy
214.0,0.98,0.1091,31.49,4.998,1500.4,786.0,healthy
214.5,0.99,0.1622,28.82,4.917,1499.6,785.5,healthy
215.0,0.99,0.1192,30.86,5.027,1503.1,785.0,healthy
215.5,1.0,0.1647,29.22,5.019,1500.7,784.5,healthy
216.0,1.01,0.1465,30.12,5.096,1500.4,784.0,healthy
216.5,1.01,0.0955,29.84,5.043,1501.8,783.5,healthy
217.0,1.02,0.1781,29.27,4.979,1502.2,783.0,healthy
217.5,1.03,0.1321,29.25,5.041,1501.6,782.5,healthy
218.0,1.04,0.1343,30.26,4.93,1502.8,782.0,healthy
218.5,1.04,0.1182,30.83,4.952,1501.2,781.5,healthy
219.0,1.05,0.1309,29.93,5.017,1500.3,781.0,healthy
219.5,1.06,0.1635,30.09,4.892,1502.5,780.5,healthy
220.0,1.06,0.145,30.5,4.998,1499.8,780.0,healthy
220.5,1.07,0.1606,29.26,4.949,1500.1,779.5,healthy
221.0,1.08,0.1615,30.63,5.005,1503.4,779.0,healthy
221.5,1.09,0.1901,30.7,4.946,1503.2,778.5,healthy
222.0,1.09,0.14,32.12,5.021,1500.0,778.0,healthy
222.5,1.1,0.1059,29.74,5.001,1499.1,777.5,healthy
223.0,1.11,0.1822,29.67,5.07,1502.9,777.0,healthy
223.5,1.12,0.1405,30.66,5.001,1501.6,776.5,healthy
224.0,1.12,0.184,30.7,4.962,1500.6,776.0,healthy
224.5,1.13,0.1622,29.61,4.988,1499.3,775.5,healthy
225.0,1.14,0.1468,29.72,4.933,1500.7,775.0,healthy
225.5,1.15,0.1611,30.48,5.021,1499.9,774.5,healthy
226.0,1.15,0.2091,29.38,5.03,1498.7,774.0,healthy
226.5,1.16,0.213,29.72,5.124,1500.2,773.5,healthy
227.0,1.17,0.1528,30.12,4.969,1500.5,773.0,healthy
227.5,1.18,0.1554,30.84,4.987,1499.2,772.5,healthy
228.0,1.19,0.1828,29.56,4.971,1501.8,772.0,healthy
228.5,1.19,0.1249,28.57,5.011,1502.6,771.5,healthy
229.0,1.2,0.1603,28.51,5.019,1501.9,771.0,healthy
229.5,1.21,0.1495,29.04,4.998,1499.4,770.5,healthy
230.0,1.22,0.1599,29.0,5.055,1501.5,770.0,healthy
230.5,1.22,0.1258,29.92,4.969,1500.1,769.5,healthy
231.0,1.23,0.1032,29.1,5.05,1497.5,769.0,healthy
231.5,1.24,0.0888,29.49,5.027,1501.3,768.5,healthy
232.0,1.25,0.1174,29.43,5.0,1500.3,768.0,healthy
232.5,1.26,0.137,29.7,4.985,1505.2,767.5,healthy
233.0,1.26,0.1417,31.11,5.122,1502.9,767.0,healthy
233.5,1.27,0.2084,30.58,4.959,1501.4,766.5,healthy
234.0,1.28,0.1835,30.06,5.015,1500.5,766.0,healthy
234.5,1.29,0.1215,29.68,4.963,1500.3,765.5,healthy
235.0,1.3,0.1611,29.71,5.09,1498.0,765.0,healthy
235.5,1.31,0.1386,30.31,5.045,1496.5,764.5,healthy
236.0,1.31,0.1423,30.52,4.966,1498.2,764.0,healthy
236.5,1.32,0.1564,29.33,5.026,1499.9,763.5,healthy
237.0,1.33,0.1693,30.08,5.013,1495.8,763.0,healthy
237.5,1.34,0.1407,28.43,4.975,1498.9,762.5,healthy
238.0,1.35,0.1829,30.22,5.038,1499.5,762.0,healthy
238.5,1.36,0.1167,30.67,5.02,1499.6,761.5,healthy
239.0,1.37,0.151,29.83,5.011,1498.7,761.0,healthy
239.5,1.37,0.2285,31.51,4.998,1499.3,760.5,healthy
240.0,1.38,0.157,29.35,5.022,1503.4,760.0,healthy
240.5,1.39,0.1933,30.23,5.012,1501.3,759.5,healthy
241.0,1.4,0.1533,30.03,5.003,1498.9,759.0,healthy
241.5,1.41,0.1683,29.98,4.968,1499.8,758.5,healthy
242.0,1.42,0.1494,29.97,5.085,1499.9,758.0,healthy
242.5,1.43,0.1462,30.15,4.948,1498.4,757.5,healthy
243.0,1.43,0.1279,30.74,5.022,1498.4,757.0,healthy
243.5,1.44,0.1641,31.16,4.984,1502.0,756.5,healthy
244.0,1.45,0.1253,30.06,5.088,1499.1,756.0,healthy
244.5,1.46,0.1705,30.71,4.955,1497.8,755.5,healthy
245.0,1.47,0.1831,29.5,4.964,1499.9,755.0,healthy
245.5,1.48,0.1615,30.68,4.952,1500.2,754.5,healthy
246.0,1.49,0.1421,29.45,5.017,1496.0,754.0,healthy
246.5,1.5,0.1645,30.94,4.932,1499.9,753.5,healthy
247.0,1.51,0.1418,31.83,4.977,1501.7,753.0,healthy
247.5,1.52,0.1791,29.97,4.893,1500.9,752.5,healthy
248.0,1.53,0.096,28.31,5.012,1504.4,752.0,healthy
248.5,1.53,0.141,29.63,4.975,1502.5,751.5,healthy
249.0,1.54,0.0916,31.05,4.926,1502.9,751.0,healthy
249.5,1.55,0.1065,30.51,5.055,1505.6,750.5,healthy
250.0,1.56,0.1922,30.27,4.935,1501.5,750.0,healthy
250.5,1.57,0.1779,30.88,5.04,1500.3,749.5,healthy
251.0,1.58,0.129,30.46,4.965,1501.9,749.0,healthy
251.5,1.59,0.1051,31.04,5.081,1498.9,748.5,healthy
252.0,1.6,0.0615,30.81,5.038,1500.2,748.0,healthy
252.5,1.61,0.1346,31.29,4.95,1498.7,747.5,healthy
253.0,1.62,0.2239,30.36,4.955,1500.8,747.0,healthy
253.5,1.63,0.1646,30.8,5.031,1498.7,746.5,healthy
254.0,1.64,0.1349,29.83,4.987,1498.6,746.0,healthy
254.5,1.65,0.1655,29.59,4.992,1500.8,745.5,healthy
255.0,1.66,0.1045,31.44,5.064,1499.7,745.0,healthy
255.5,1.67,0.142,30.25,4.963,1496.1,744.5,healthy
256.0,1.68,0.1539,30.72,5.005,1497.1,744.0,healthy
256.5,1.69,0.1483,30.18,5.048,1497.7,743.5,healthy
257.0,1.7,0.1745,29.61,5.041,1498.2,743.0,healthy
257.5,1.71,0.1613,30.09,4.993,1500.8,742.5,healthy
258.0,1.72,0.1712,31.23,4.986,1500.4,742.0,healthy
258.5,1.73,0.1306,30.52,4.914,1502.1,741.5,healthy
259.0,1.74,0.1781,28.71,4.948,1501.5,741.0,healthy
259.5,1.75,0.2002,29.91,5.017,1502.1,740.5,healthy
260.0,1.76,0.1226,31.51,4.994,1501.2,740.0,healthy
260.5,1.77,0.1252,29.91,5.004,1500.4,739.5,healthy
261.0,1.78,0.1919,28.64,5.053,1502.2,739.0,healthy
261.5,1.79,0.1459,31.6,4.941,1501.8,738.5,healthy
262.0,1.8,0.1933,30.63,4.989,1500.7,738.0,healthy
262.5,1.81,0.1373,30.03,5.01,1502.5,737.5,healthy
263.0,1.82,0.1938,29.79,4.965,1495.3,737.0,healthy
263.5,1.83,0.1548,30.95,5.072,1499.4,736.5,healthy
264.0,1.84,0.1592,29.65,5.046,1499.4,736.0,healthy
264.5,1.85,0.1988,31.01,5.015,1502.3,735.5,healthy
265.0,1.86,0.1412,30.52,5.09,1503.1,735.0,healthy
265.5,1.87,0.1239,30.29,4.926,1497.1,734.5,healthy
266.0,1.88,0.1384,30.21,5.0,1502.8,734.0,healthy
266.5,1.89,0.165,29.95,5.019,1497.6,733.5,healthy
267.0,1.9,0.1044,30.93,4.955,1497.7,733.0,healthy
267.5,1.91,0.1705,29.4,5.016,1499.5,732.5,healthy
268.0,1.92,0.1351,28.8,4.945,1499.3,732.0,healthy
268.5,1.94,0.1854,30.59,5.035,1496.9,731.5,healthy
269.0,1.95,0.0794,30.6,5.054,1501.3,731.0,healthy
269.5,1.96,0.1278,30.48,5.014,1501.3,730.5,healthy
270.0,1.97,0.1008,30.42,4.908,1502.1,730.0,healthy
270.5,1.98,0.1267,29.84,4.952,1499.1,729.5,healthy
271.0,1.99,0.1595,30.73,5.029,1499.9,729.0,healthy
271.5,2.0,0.147,30.06,5.002,1499.9,728.5,healthy
272.0,2.01,0.1449,29.71,4.866,1503.3,728.0,healthy
272.5,2.02,0.1475,29.85,5.063,1494.3,727.5,healthy
273.0,2.03,0.158,31.72,5.008,1498.1,727.0,healthy
273.5,2.05,0.1209,28.71,4.96,1500.0,726.5,healthy
274.0,2.06,0.1715,30.5,5.051,1497.8,726.0,healthy
274.5,2.07,0.1704,28.76,4.967,1499.5,725.5,healthy
275.0,2.08,0.1629,30.02,4.966,1499.7,725.0,healthy
275.5,2.09,0.1688,29.76,5.019,1498.7,724.5,healthy
276.0,2.1,0.1614,28.44,5.09,1500.1,724.0,healthy
276.5,2.11,0.2137,30.42,5.082,1501.2,723.5,healthy
277.0,2.13,0.1499,29.8,5.019,1499.5,723.0,healthy
277.5,2.14,0.1428,28.43,5.024,1499.1,722.5,healthy
278.0,2.15,0.1292,30.78,5.04,1499.6,722.0,healthy
278.5,2.16,0.121,31.26,4.938,1500.0,721.5,healthy
279.0,2.17,0.1146,31.3,5.033,1496.5,721.0,healthy
279.5,2.18,0.125,30.4,4.964,1500.9,720.5,healthy
280.0,2.2,0.149,30.15,5.017,1499.1,720.0,healthy
280.5,2.21,0.1614,31.18,4.99,1502.5,719.5,healthy
281.0,2.22,0.153,31.46,5.026,1501.1,719.0,healthy
281.5,2.23,0.1285,31.02,5.007,1502.3,718.5,healthy
282.0,2.24,0.1793,29.36,4.847,1497.9,718.0,healthy
282.5,2.25,0.1751,30.28,5.01,1499.2,717.5,healthy
283.0,2.27,0.1484,30.47,5.033,1497.5,717.0,healthy
283.5,2.28,0.1336,28.67,5.023,1498.6,716.5,healthy
284.0,2.29,0.1692,30.5,4.996,1502.5,716.0,healthy
284.5,2.3,0.1577,31.94,5.083,1502.9,715.5,healthy
285.0,2.31,0.1076,30.64,5.017,1497.7,715.0,healthy
285.5,2.33,0.1486,31.3,5.023,1499.0,714.5,healthy
286.0,2.34,0.159,30.27,5.053,1499.8,714.0,healthy
286.5,2.35,0.1251,30.07,5.019,1501.1,713.5,healthy
287.0,2.36,0.1585,30.43,4.956,1496.4,713.0,healthy
287.5,2.38,0.1095,29.48,4.879,1496.8,712.5,healthy
288.0,2.39,0.1932,29.36,4.977,1500.9,712.0,healthy
288.5,2.4,0.1902,31.14,5.039,1496.1,711.5,healthy
289.0,2.41,0.1448,31.23,4.984,1499.1,711.0,healthy
289.5,2.43,0.1637,29.34,5.041,1500.3,710.5,healthy
290.0,2.44,0.0805,30.91,5.009,1500.8,710.0,healthy
290.5,2.45,0.1179,30.06,5.066,1499.7,709.5,healthy
291.0,2.46,0.1432,30.41,4.986,1499.2,709.0,healthy
291.5,2.48,0.1191,30.5,5.025,1501.6,708.5,healthy
292.0,2.49,0.1729,30.93,5.027,1500.5,708.0,healthy
292.5,2.5,0.2114,30.2,5.076,1498.7,707.5,healthy
293.0,2.52,0.1171,31.27,4.916,1500.0,707.0,healthy
293.5,2.53,0.1283,30.39,4.978,1500.7,706.5,healthy
294.0,2.54,0.1611,30.64,5.044,1503.4,706.0,healthy
294.5,2.55,0.2025,29.48,5.079,1501.5,705.5,healthy
295.0,2.57,0.1172,31.87,5.013,1502.4,705.0,healthy
295.5,2.58,0.1606,30.52,4.987,1498.7,704.5,healthy
296.0,2.59,0.2066,30.72,5.039,1498.9,704.0,healthy
296.5,2.61,0.1017,28.86,5.045,1499.5,703.5,healthy
297.0,2.62,0.1127,29.49,4.983,1499.7,703.0,healthy
297.5,2.63,0.1393,31.14,5.018,1497.9,702.5,healthy
298.0,2.65,0.1373,30.38,5.06,1502.5,702.0,healthy
298.5,2.66,0.1779,28.62,5.096,1501.7,701.5,healthy
299.0,2.67,0.161,30.98,5.039,1499.3,701.0,healthy
299.5,2.69,0.1002,29.72,5.004,1501.2,700.5,healthy
300.0,2.7,0.1684,31.28,4.999,1500.4,700.0,healthy
300.5,2.71,0.1362,30.09,5.029,1501.4,699.5,healthy
301.0,2.73,0.1921,30.32,4.996,1497.3,699.0,healthy
301.5,2.74,0.1349,31.1,5.011,1499.7,698.5,healthy
302.0,2.75,0.1341,29.44,4.949,1499.8,698.0,healthy
302.5,2.77,0.1684,29.37,5.066,1501.2,697.5,healthy
303.0,2.78,0.1742,30.01,4.945,1498.7,697.0,healthy
303.5,2.8,0.1648,30.83,4.98,1494.9,696.5,healthy
304.0,2.81,0.1018,29.1,5.006,1497.8,696.0,healthy
304.5,2.82,0.1698,28.83,5.101,1499.8,695.5,healthy
305.0,2.84,0.1237,30.83,4.98,1500.1,695.0,healthy
305.5,2.85,0.1622,29.69,4.968,1503.3,694.5,healthy
306.0,2.87,0.1124,29.86,4.974,1501.1,694.0,healthy
306.5,2.88,0.1678,28.69,5.085,1500.1,693.5,healthy
307.0,2.89,0.129,29.63,4.861,1499.9,693.0,healthy
307.5,2.91,0.1136,30.17,4.952,1502.1,692.5,healthy
308.0,2.92,0.1735,30.92,5.138,1498.8,692.0,healthy
308.5,2.94,0.159,29.56,5.031,1499.7,691.5,healthy
309.0,2.95,0.1344,31.5,4.946,1497.8,691.0,healthy
309.5,2.96,0.1973,29.63,5.0,1502.8,690.5,healthy
310.0,2.98,0.141,29.63,5.005,1500.7,690.0,healthy
310.5,2.99,0.1552,31.41,5.044,1498.5,689.5,healthy
311.0,3.01,0.1618,30.35,5.094,1499.7,689.0,healthy
311.5,3.02,0.1358,29.74,5.021,1501.0,688.5,healthy
312.0,3.04,0.1692,30.06,4.975,1499.4,688.0,healthy
312.5,3.05,0.1392,31.27,5.041,1498.9,687.5,healthy
313.0,3.07,0.1423,31.36,4.967,1498.6,687.0,healthy
313.5,3.08,0.1945,29.54,4.95,1500.6,686.5,healthy
314.0,3.1,0.1208,30.16,4.914,1499.2,686.0,healthy
314.5,3.11,0.0787,30.26,4.924,1499.0,685.5,healthy
315.0,3.13,0.2002,29.4,4.957,1497.3,685.0,healthy
315.5,3.14,0.2302,30.15,4.943,1500.1,684.5,healthy
316.0,3.16,0.1431,30.2,5.018,1499.6,684.0,healthy
316.5,3.17,0.0981,31.11,4.942,1499.3,683.5,healthy
317.0,3.19,0.1471,31.16,4.845,1500.3,683.0,healthy
317.5,3.2,0.1473,29.94,4.95,1501.4,682.5,healthy
318.0,3.22,0.149,30.03,4.978,1501.3,682.0,healthy
318.5,3.23,0.1197,30.73,4.972,1501.0,681.5,healthy
319.0,3.25,0.1706,29.74,5.078,1499.4,681.0,healthy
319.5,3.26,0.1688,30.68,4.971,1498.8,680.5,healthy
320.0,3.28,0.1076,30.14,5.046,1497.8,680.0,healthy
320.5,3.29,0.1747,29.43,5.001,1498.7,679.5,healthy
321.0,3.31,0.2161,29.45,5.0,1500.0,679.0,healthy
321.5,3.32,0.1599,31.37,4.96,1498.3,678.5,healthy
322.0,3.34,0.1444,30.09,4.999,1500.1,678.0,healthy
322.5,3.35,0.1508,31.53,4.964,1498.0,677.5,healthy
323.0,3.37,0.1747,29.81,5.011,1496.6,677.0,healthy
323.5,3.39,0.1048,30.45,4.99,1501.6,676.5,healthy
324.0,3.4,0.1614,32.13,4.955,1499.0,676.0,healthy
324.5,3.42,0.1438,29.38,5.052,1498.2,675.5,healthy
325.0,3.43,0.2092,28.7,5.024,1497.7,675.0,healthy
325.5,3.45,0.1463,31.25,4.98,1500.8,674.5,healthy
326.0,3.46,0.201,29.56,5.01,1502.7,674.0,healthy
326.5,3.48,0.1203,30.21,4.998,1499.1,673.5,healthy
327.0,3.5,0.1731,29.76,4.959,1499.5,673.0,healthy
327.5,3.51,0.1666,30.44,5.006,1502.1,672.5,healthy
328.0,3.53,0.1316,29.47,4.971,1496.3,672.0,healthy
328.5,3.54,0.1628,30.09,4.955,1503.8,671.5,healthy
329.0,3.56,0.1929,30.6,4.921,1504.8,671.0,healthy
329.5,3.58,0.1451,29.43,4.985,1494.5,670.5,healthy
330.0,3.59,0.1039,29.68,5.031,1499.7,670.0,healthy
330.5,3.61,0.1541,29.96,4.968,1498.5,669.5,healthy
331.0,3.63,0.1271,29.1,5.129,1499.4,669.0,healthy
331.5,3.64,0.1431,29.91,5.047,1499.1,668.5,healthy
332.0,3.66,0.1521,30.34,5.068,1501.5,668.0,healthy
332.5,3.68,0.1039,29.93,5.042,1499.7,667.5,healthy
333.0,3.69,0.1066,30.03,5.095,1498.1,667.0,healthy
333.5,3.71,0.1699,30.23,4.963,1499.6,666.5,healthy
334.0,3.73,0.1416,29.73,4.875,1500.9,666.0,healthy
334.5,3.74,0.0814,30.81,4.98,1497.5,665.5,healthy
335.0,3.76,0.1821,31.4,5.031,1496.6,665.0,healthy
335.5,3.78,0.166,29.89,5.01,1503.9,664.5,healthy
336.0,3.79,0.1346,30.65,5.017,1498.6,664.0,healthy
336.5,3.81,0.114,30.07,5.069,1499.6,663.5,healthy
337.0,3.83,0.1756,30.55,5.022,1499.1,663.0,healthy
337.5,3.84,0.163,31.52,5.043,1501.0,662.5,healthy
338.0,3.86,0.2268,30.67,4.956,1503.4,662.0,healthy
338.5,3.88,0.1701,28.85,4.948,1501.0,661.5,healthy
339.0,3.9,0.1704,30.63,5.084,1496.8,661.0,healthy
339.5,3.91,0.1541,31.26,5.008,1497.1,660.5,healthy
340.0,3.93,0.1829,30.1,4.972,1499.1,660.0,healthy
340.5,3.95,0.1755,31.07,4.972,1499.3,659.5,healthy
341.0,3.97,0.1937,29.72,4.971,1496.4,659.0,healthy
341.5,3.98,0.141,29.09,4.968,1501.5,658.5,healthy
342.0,4.0,0.1432,30.39,4.939,1497.7,658.0,healthy
342.5,4.02,0.1407,28.88,4.928,1502.9,657.5,healthy
343.0,4.04,0.1779,30.09,4.994,1503.5,657.0,healthy
343.5,4.05,0.2001,31.32,4.974,1499.4,656.5,healthy
344.0,4.07,0.1416,28.76,5.059,1500.8,656.0,healthy
344.5,4.09,0.1427,29.27,5.018,1497.4,655.5,healthy
345.0,4.11,0.1675,29.47,5.017,1501.1,655.0,healthy
345.5,4.12,0.1526,30.24,4.966,1498.9,654.5,healthy
346.0,4.14,0.1893,30.0,4.997,1497.7,654.0,healthy
346.5,4.16,0.0928,31.42,5.022,1499.3,653.5,healthy
347.0,4.18,0.134,31.06,5.039,1498.9,653.0,healthy
347.5,4.2,0.1326,30.7,4.999,1499.2,652.5,healthy
348.0,4.21,0.0831,30.42,5.058,1501.8,652.0,healthy
348.5,4.23,0.1226,30.62,5.004,1498.3,651.5,healthy
349.0,4.25,0.1271,29.62,5.043,1503.3,651.0,healthy
349.5,4.27,0.1515,30.99,4.979,1497.2,650.5,healthy
350.0,4.29,0.193,29.42,4.913,1503.1,650.0,healthy
350.5,4.31,0.1532,30.98,5.017,1497.8,649.5,healthy
351.0,4.32,0.1293,31.26,5.04,1499.9,649.0,healthy
351.5,4.34,0.1572,30.49,5.033,1498.9,648.5,healthy
352.0,4.36,0.1893,30.18,5.025,1499.2,648.0,healthy
352.5,4.38,0.1295,30.64,4.986,1501.5,647.5,healthy
353.0,4.4,0.1315,28.03,4.964,1502.9,647.0,healthy
353.5,4.42,0.1746,30.57,5.031,1502.2,646.5,healthy
354.0,4.44,0.1492,30.24,5.025,1499.0,646.0,healthy
354.5,4.46,0.1741,30.29,4.976,1500.2,645.5,healthy
355.0,4.47,0.1548,30.9,5.059,1498.3,645.0,healthy
355.5,4.49,0.1763,30.27,4.96,1497.9,644.5,healthy
356.0,4.51,0.1273,29.42,4.975,1497.6,644.0,healthy
356.5,4.53,0.1609,30.22,5.086,1499.0,643.5,healthy
357.0,4.55,0.1566,30.39,5.048,1500.3,643.0,healthy
357.5,4.57,0.1267,30.43,4.986,1496.0,642.5,healthy
358.0,4.59,0.115,30.47,5.019,1499.7,642.0,healthy
358.5,4.61,0.1799,31.18,5.012,1502.9,641.5,healthy
359.0,4.63,0.1451,29.48,4.867,1502.1,641.0,healthy
359.5,4.65,0.1227,30.49,4.959,1498.7,640.5,healthy
360.0,4.67,0.1502,31.38,5.002,1497.0,640.0,healthy
360.5,4.69,0.1908,28.97,4.987,1500.8,639.5,healthy
361.0,4.7,0.0915,30.5,5.017,1495.2,639.0,healthy
361.5,4.72,0.1167,29.89,5.061,1502.1,638.5,healthy
362.0,4.74,0.1343,30.07,4.988,1499.4,638.0,healthy
362.5,4.76,0.2048,29.64,4.952,1503.5,637.5,healthy
363.0,4.78,0.1678,30.23,5.021,1496.4,637.0,healthy
363.5,4.8,0.1841,31.84,4.988,1501.7,636.5,healthy
364.0,4.82,0.1276,29.36,4.997,1499.6,636.0,healthy
364.5,4.84,0.1277,29.44,4.99,1499.2,635.5,healthy
365.0,4.86,0.1727,29.33,5.117,1497.1,635.0,healthy
365.5,4.88,0.1577,31.76,4.893,1501.0,634.5,healthy
366.0,4.9,0.1711,30.01,4.985,1501.2,634.0,healthy
366.5,4.92,0.1492,30.36,5.005,1503.4,633.5,healthy
367.0,4.94,0.1663,30.06,4.966,1501.8,633.0,healthy
367.5,4.96,0.1668,29.63,5.05,1498.6,632.5,healthy
368.0,4.98,0.1882,30.2,5.046,1497.8,632.0,healthy
368.5,5.0,0.1902,32.36,5.003,1497.1,631.5,healthy
369.0,5.02,0.1168,31.51,4.992,1502.8,631.0,healthy
369.5,5.04,0.0956,29.71,4.999,1498.3,630.5,healthy
370.0,5.07,0.1892,30.92,5.0,1502.8,630.0,healthy
370.5,5.09,0.1914,29.74,5.001,1500.9,629.5,healthy
371.0,5.11,0.125,28.98,4.996,1500.5,629.0,healthy
371.5,5.13,0.0998,31.22,5.018,1499.2,628.5,healthy
372.0,5.15,0.1625,31.34,5.043,1501.1,628.0,healthy
372.5,5.17,0.1901,31.25,4.944,1499.8,627.5,healthy
373.0,5.19,0.2172,30.04,4.953,1499.1,627.0,healthy
373.5,5.21,0.1784,30.28,4.918,1501.2,626.5,healthy
374.0,5.23,0.1501,31.02,5.049,1499.5,626.0,healthy
374.5,5.25,0.1365,30.73,5.018,1498.2,625.5,healthy
375.0,5.27,0.1653,30.11,5.031,1501.0,625.0,healthy
375.5,5.29,0.1561,29.13,4.934,1499.7,624.5,healthy
376.0,5.32,0.133,30.52,5.095,1500.8,624.0,healthy
376.5,5.34,0.2214,31.29,4.975,1498.9,623.5,healthy
377.0,5.36,0.2087,29.48,5.014,1497.4,623.0,healthy
377.5,5.38,0.188,30.95,5.049,1503.3,622.5,healthy
378.0,5.4,0.129,30.7,4.956,1502.9,622.0,healthy
378.5,5.42,0.1877,31.04,4.979,1501.5,621.5,healthy
379.0,5.44,0.1854,31.14,5.015,1499.0,621.0,healthy
379.5,5.47,0.1819,29.89,5.149,1499.2,620.5,healthy
380.0,5.49,0.2064,29.16,5.021,1502.5,620.0,healthy
380.5,5.51,0.1861,30.03,5.086,1499.1,619.5,healthy
381.0,5.53,0.1855,31.17,5.066,1498.5,619.0,healthy
381.5,5.55,0.1776,30.02,5.025,1503.5,618.5,healthy
382.0,5.57,0.169,29.91,4.957,1499.7,618.0,healthy
382.5,5.6,0.1047,29.01,5.059,1503.3,617.5,healthy
383.0,5.62,0.1608,31.87,4.931,1497.0,617.0,healthy
383.5,5.64,0.1453,31.13,5.086,1500.8,616.5,healthy
384.0,5.66,0.1256,31.09,5.016,1503.9,616.0,healthy
384.5,5.68,0.2149,31.25,4.874,1499.8,615.5,healthy
385.0,5.71,0.2151,30.94,4.989,1499.2,615.0,healthy
385.5,5.73,0.2059,30.28,5.039,1497.4,614.5,healthy
386.0,5.75,0.1758,30.35,4.995,1501.9,614.0,healthy
386.5,5.77,0.2098,30.14,5.042,1498.2,613.5,healthy
387.0,5.8,0.1686,32.6,4.964,1499.6,613.0,healthy
387.5,5.82,0.1711,30.94,4.941,1497.3,612.5,healthy
388.0,5.84,0.127,30.12,5.003,1502.9,612.0,healthy
388.5,5.86,0.1651,30.87,5.008,1502.1,611.5,healthy
389.0,5.89,0.1558,29.69,4.99,1499.7,611.0,healthy
389.5,5.91,0.1219,31.71,5.068,1497.4,610.5,healthy
390.0,5.93,0.1652,29.98,4.965,1502.8,610.0,healthy
390.5,5.95,0.1683,30.91,5.023,1499.0,609.5,healthy
391.0,5.98,0.2262,31.36,5.011,1497.5,609.0,healthy
391.5,6.0,0.1981,30.82,4.929,1496.2,608.5,healthy
392.0,6.02,0.1683,30.59,4.941,1498.4,608.0,healthy
392.5,6.05,0.1703,30.53,5.008,1496.8,607.5,healthy
393.0,6.07,0.1639,30.48,5.106,1498.5,607.0,healthy
393.5,6.09,0.1563,30.07,5.036,1501.2,606.5,healthy
394.0,6.12,0.1282,30.17,4.921,1499.0,606.0,healthy
394.5,6.14,0.1563,31.72,4.852,1500.4,605.5,healthy
395.0,6.16,0.1416,30.45,5.044,1498.3,605.0,healthy
395.5,6.19,0.1277,29.91,5.003,1499.8,604.5,healthy
396.0,6.21,0.1801,30.13,5.065,1503.6,604.0,healthy
396.5,6.23,0.1779,31.43,4.964,1499.0,603.5,healthy
397.0,6.26,0.1173,31.09,5.025,1500.5,603.0,healthy
397.5,6.28,0.1699,31.0,5.05,1496.6,602.5,healthy
398.0,6.3,0.2035,30.35,4.986,1502.7,602.0,healthy
398.5,6.33,0.2027,31.02,4.987,1498.7,601.5,healthy
399.0,6.35,0.1965,30.05,5.009,1501.8,601.0,healthy
399.5,6.38,0.1596,30.36,5.035,1499.4,600.5,healthy
400.0,6.4,0.1246,31.34,5.007,1500.9,600.0,healthy
400.5,6.42,0.126,31.27,5.057,1501.0,599.5,healthy
401.0,6.45,0.1765,29.79,4.985,1498.8,599.0,healthy
401.5,6.47,0.1833,29.89,4.942,1501.9,598.5,healthy
402.0,6.5,0.2137,30.67,5.107,1498.2,598.0,healthy
402.5,6.52,0.2084,31.96,4.978,1501.2,597.5,healthy
403.0,6.55,0.1689,29.05,4.98,1498.9,597.0,healthy
403.5,6.57,0.1307,30.81,5.005,1500.4,596.5,healthy
404.0,6.59,0.1571,29.49,5.012,1498.7,596.0,healthy
404.5,6.62,0.1739,30.09,4.989,1499.8,595.5,healthy
405.0,6.64,0.1601,30.31,5.008,1497.5,595.0,healthy
405.5,6.67,0.1454,30.27,5.007,1500.2,594.5,healthy
406.0,6.69,0.1704,30.18,5.018,1499.8,594.0,healthy
406.5,6.72,0.15,30.62,4.891,1498.6,593.5,healthy
407.0,6.74,0.1467,30.18,5.103,1499.5,593.0,healthy
407.5,6.77,0.1754,29.45,5.002,1499.9,592.5,healthy
408.0,6.79,0.1608,31.24,5.038,1498.4,592.0,healthy
408.5,6.82,0.1848,31.23,4.94,1499.4,591.5,healthy
409.0,6.84,0.1874,31.3,4.986,1497.6,591.0,healthy
409.5,6.87,0.1434,29.4,4.976,1504.3,590.5,healthy
410.0,6.89,0.1582,30.87,5.083,1501.8,590.0,healthy
